,Data Through Date,Eligibility,Project Name,Solicitation Name,Inflation Adjustment,Fixed REC Price,Index (O)REC Strike Price,Incremental Economic Benefits Claimed,Project Met Economic Benefits Threshold,Renewable Technology,Generation Type,Type of Existing,Counterparty,Developer Name,Energy Storage Power Capacity  (MWac),Energy Storage Energy Capacity (MWh),NYISO Zone,PTID,Interconnection Queue Number,Permit Process,Regulatory Permitting,Article VII,ZIP Code,County/Province,State/Province,REDC,Project Status,Year of Commercial Operation,Year of Delivery Start Date,Contract Duration,New Renewable Capacity (MW),Bid Capacity (MW),Bid Quantity (MWh),Max Annual Contract Quantity (MWh),P10 Annual OREC Exceedance,P50 Generation calculated by NYSERDA (MWh/yr),Transmission Capacity (HVDC),Georeference,Median Household Income
69,12/11/2024,Tier 1,Dolan Solar,RESRFP20-1,,,59.85,Yes,,Solar,New,,"Dolan Solar, LLC",CS Energy,,,Capital,,833.0,SEQR,,,12828,Washington,NY,Capital Region,Cancelled,,,20.0,19.99,19.99,40276.0,48331.0,,,,POINT (-73.58658 43.26888),64625.0
70,12/11/2024,Tier 1,Dolgeville Hydro,RESRFP22-1,,,,Yes,,Hydroelectric,Existing,Return to Service,EONY Generation Limited,EONY Generation Limited,,,Mohawk Valley,,,,,,13329,Herkimer,NY,Mohawk Valley,Cancelled,,,20.0,5.0,5.0,17170.0,20604.0,,,,POINT (-74.77379 43.09996),64625.0
71,12/11/2024,Tier 1,Double Lock Solar,RESRFP17-1,,25.5,,,,Solar,New,,"Double Lock Solar, LLC",Cypress Creek Renewables,,,Capital,,,,,,13339,Montgomery,NY,Mohawk Valley,Cancelled,,,20.0,19.99,19.39,32103.0,38523.0,,,,POINT (-74.62332 42.93068),64625.0
72,12/11/2024,Non-Tier 1,Dutch Hill,1037,,13.86,,Yes,Yes,Land Based Wind,,,,,,,Central,,,,,,14826,Steuben,NY,Southern Tier,Completed,2009.0,2009.0,10.0,37.5,4.3,8513.0,8513.0,,,,POINT (-77.51062 42.50697),64625.0
73,12/11/2024,Non-Tier 1,Dutch Hill*,1168,,16.5,,Yes,Yes,Land Based Wind,,,,,,,Central,323617,,,,,14826,Steuben,NY,Southern Tier,Completed,2009.0,2009.0,10.0,,11.3,28200.0,28200.0,,,,POINT (-77.51062 42.50697),64625.0
74,12/11/2024,Non-Tier 1,Eagle,1037,,9.0,,Yes,Yes,Hydroelectric,,,,,,,Mohawk Valley,10063,,,,,13327,Lewis,NY,North Country,Completed,2007.0,2008.0,10.0,0.5,0.5,2892.0,3181.0,,,,POINT (-75.39118 43.89781),64625.0
75,12/11/2024,Non-Tier 1,East Norfolk,1037,,9.97,,Yes,Yes,Hydroelectric,,,,,,,Mohawk Valley,24057,,,,,13667,St Lawrence,NY,North Country,Completed,2007.0,2008.0,10.0,0.9,0.9,5643.0,6207.299805,,,,POINT (-74.98356 44.80086),64625.0
76,12/11/2024,Tier 1,East Point Energy Center,RESRFP17-1,,,78.76,Yes,,Solar,New,,"East Point Energy Center, LLC",NextEra Energy Resources,,,Capital,323840,619.0,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=17-f-0599,,13459,Schoharie,NY,Mohawk Valley,Operational,2024.0,2024.0,20.0,50.0,50.0,109631.0,131557.0,,,,POINT (-74.61722 42.79531),64625.0
77,12/11/2024,Tier 1,Easton Solar Farm,RESRFP21-1,,,,Yes,,Solar,New,,Easton Solar LLC,Boralex,,,Capital,,1035.0,SEQR,,,12834,Washington,NY,Capital Region,Cancelled,,,20.0,20.0,20.0,38369.0,46042.0,,,,POINT (-73.49696 43.08752),64625.0
78,12/11/2024,Non-Tier 1,Effley,1168,,9.99,,,,Hydroelectric,,,,,,,Mohawk Valley,24048,,,,,13327,Lewis,NY,North Country,Completed,2008.0,2009.0,10.0,0.3,0.3,1399.0,1399.0,,,,POINT (-75.39118 43.89781),64625.0
79,12/11/2024,Tier 1,Eight Point Wind,3257,,,71.03,Yes,,Land-based Wind,New,,Eight Point Wind LLC,NextEra Energy Resources,,,Central,323820,422.0,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=16-F-0062,,14877,Steuben,NY,Southern Tier,Operational,2023.0,2023.0,20.0,111.2,101.2,313825.0,376590.0,,,,POINT (-77.66125 42.08494),64625.0
80,12/11/2024,Non-Tier 1,Ellenburg,1037,,14.85,,Yes,Yes,Land Based Wind,,,,,,,North,,,,,,12923,Clinton,NY,North Country,Completed,2008.0,2008.0,10.0,81.0,77.0,159410.0,167381.0,,,,POINT (-73.9322 44.95524),64625.0
81,12/11/2024,Tier 1,ELP Granby Solar II,RESRFP23-1,,,97.0,,,Solar,New,,ELP Granby Solar II LLC,VC Renewables,,,Central,,1329.0,SEQR,,,13069,Oswego,NY,Central New York,Under Development,,2027.0,20.0,19.99,19.99,40749.0,48898.0,,,,POINT (-76.41527 43.32201),60000.0
82,12/11/2024,Tier 1,ELP Rotterdam Solar,RESRFP21-1,,,,Yes,,Solar,New,,ELP Rotterdam Solar LLC,VC Renewables Holdings LLC,,,Capital,,1038.0,ORES,,,12137,Schenectady,NY,Capital Region,Cancelled,,,20.0,19.99,19.99,41327.0,49592.0,,,,POINT (-74.07789 42.88897),64625.0
83,12/11/2024,Tier 1,ELP Stillwater Solar,RESRFP18-1,,,75.13,Yes,,Solar,New,,ELP Stillwater Solar LLC,MN8 Energy,,,Capital,323814,735.0,SEQR,,,12118,Saratoga,NY,Capital Region,Operational,2023.0,2023.0,20.0,20.0,19.99,32396.0,38875.0,,,,POINT (-73.68503 42.90454),64625.0
84,12/11/2024,Tier 1,ELP Stuyvesant Solar,RESRFP21-1,,,,Yes,,Solar,New,,ELP Stuyvesant Solar LLC,VC Renewables Holdings LLC,,,Capital,,1171.0,SEQR,,,12173,Columbia,NY,Capital Region,Cancelled,,,20.0,19.99,19.99,35898.0,43077.0,,,,POINT (-73.78433 42.3879),64625.0
85,12/11/2024,Tier 1,ELP Ticonderoga Solar,RESRFP19-1,,,72.19,Yes,,Solar,New,,ELP Ticonderoga Solar LLC,VC Renewables Holdings LLC,,,Capital,,734.0,SEQR,,,12883,Essex,NY,North Country,Cancelled,,,20.0,19.99,19.99,36798.0,44157.0,,,,POINT (-73.42423 43.84879),64625.0
86,12/11/2024,OREC,Empire Wind,ORECRFP18-1,,,,,,Offshore Wind,New,,,Equinor Wind US LLC,,,,,,Article 7,https://www.permits.performance.gov/permitting-project/empire-wind-energy-project,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterSeq=65825&MNO=21-T-0366,None,,,,Cancelled,,,25.0,816.0,816.0,,,4550000.0,,,,64625.0
87,12/11/2024,OREC,Empire Wind 1,ORECRFP23-1,,,155.0,,,Offshore Wind,New,,,Equinor Wind US LLC,,,Long Island,,,Article 7,https://www.permits.performance.gov/permitting-project/fast-41-covered-projects/empire-wind-energy-project,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterSeq=65825&MNO=21-T-0366,None,,,,Under Development,,2026.0,25.0,810.0,,,,3678847.0,3522000.0,,,64625.0
88,12/11/2024,OREC,Empire Wind 2,ORECRFP20-1,,,,,,Offshore Wind,New,,,Equinor Wind US LLC,,,,,,Article 7,https://www.permits.performance.gov/permitting-project/empire-wind-energy-project,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=22-T-0346&CaseSearch=Search,None,,,,Cancelled,,,25.0,1260.0,1260.0,,,5765100.0,,,,64625.0
89,12/11/2024,Tier 1,Excelsior Energy Center - Solar + Storage 2,RESRFP18-1,,,66.3,Yes,,Solar,New,,"Excelsior Energy Center, LLC",NextEra Energy Resources,20.0,80.0,Genesee,,721.0,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=19-F-0299&submit=Search,,14422,Genesee,NY,Finger Lakes,Cancelled,,,20.0,280.0,280.0,591615.0,709938.0,,,,POINT (-78.06382 43.07967),64625.0
90,12/11/2024,Tier 1,Excelsior Energy Center LLC,RESRFP23-1,,,101.47,Yes,,Solar,New,,"Excelsior Energy Center, LLC",NextEra Energy Resources,,,Genesee,,721.0,Article 10,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=19-F-0299,,14422,Genesee,NY,Finger Lakes,Under Development,,2026.0,20.0,280.0,280.0,554446.0,665335.0,,,,POINT (-78.06382 43.07967),64625.0
91,12/11/2024,OREC,Excelsior Wind A,ORECRFP22-1,,,,,,Offshore Wind,New,,,Vineyward Offshore (Copenhagen Infrastructure Partners) (CIP),,,,,,Article 7,https://www.boem.gov/renewable-energy/state-activities/vineyard-mid-atlantic-ocs-0544,,None,,,,Cancelled,,,25.0,1314.0,1314.0,,,5201292.0,,,,64625.0
92,12/11/2024,Maintenance,Finger Lakes,Tier 2 - Maintenance,,12.64,,,,Maintenance Hydroelectric,,,,,,,Central,,,,,,14850,Tompkins,NY,Southern Tier,Completed,2019.0,2019.0,3.0,,0.15,625.0,625.0,,,,POINT (-76.49546 42.44051),75000.0
93,12/11/2024,Tier 1,Flat Hill Solar,RESRFP23-1,Yes,,99.0,,,Solar,New,,Flat Hill Solar NY LLC,Cordelio Power,,,Mohawk Valley,,865.0,SEQR,,,13329,Herkimer,NY,Mohawk Valley,Under Development,,2026.0,20.0,19.99,19.99,38310.0,45971.0,,,,POINT (-74.77379 43.09996),64625.0
94,12/11/2024,Tier 1,Flat Stone Solar,RESRFP23-1,Yes,,99.0,,,Solar,New,,Flat Stone Solar NY LLC,Cordelio Power,,,Mohawk Valley,,1000.0,SEQR,,,13478,Oneida,NY,Mohawk Valley,Under Development,,2026.0,20.0,19.99,19.99,33078.0,39693.0,,,,POINT (-75.57247 43.14021),64625.0
95,12/11/2024,Tier 1,Flint Mine Solar,RESRFP17-1,,,90.77,Yes,,Solar,New,,"Flint Mine Solar, LLC",D. E. Shaw Renewable Investments,,,Hudson Valley,,637.0,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=18-F-0087,,12051,Greene,NY,Capital Region,Under Development,,2026.0,20.0,100.0,100.0,174412.0,209294.0,,,,POINT (-73.80015 42.34806),64625.0
96,12/11/2024,Tier 1,Foothills Solar Farm,RESRFP21-1,,,,Yes,,Solar,New,,Foothills Solar LLC,Boralex,,,Capital,,1182.0,ORES,,,12117,Fulton,NY,Mohawk Valley,Cancelled,,,20.0,40.0,40.0,75336.0,90403.0,,,,POINT (-74.26411 43.10464),64625.0
97,12/11/2024,Tier 1,Fort Covington Solar Farm,RESRFP21-1,,,,Yes,,Solar,New,,Fort Covington Solar LLC,Boralex,77.0,308.0,North,,1183.0,ORES,,,12937,Franklin,NY,North Country,Cancelled,,,20.0,250.0,250.0,473040.0,567648.0,,,,POINT (-74.49412 44.98874),48000.0
98,12/11/2024,Tier 1,Fort Edward Solar Farm,RESRFP21-1,,,,Yes,,Solar,New,,Fort Edward Solar LLC,Boralex,,,Capital,,1042.0,ORES,,,12828,Washington,NY,Capital Region,Cancelled,,,20.0,100.0,100.0,192720.0,231264.0,,,,POINT (-73.58658 43.26888),64625.0
99,12/11/2024,Tier 1,Fulton Unit 1,3257,,15.08,,,,Hydroelectric,Existing,Upgrade,Erie Boulevard Hydropower LP,Brookfield Renewable,,,Central,24041,583.0,SEQR,,,13069,Oswego,NY,Central New York,Operational,2018.0,2018.0,20.0,0.87,0.87,6968.0,6968.0,,,,POINT (-76.41527 43.32201),60000.0
100,12/11/2024,Tier 1,Fulton Unit 2,3084,,14.55,,Yes,Yes,Hydroelectric,New,,Erie Boulevard Hydropower LP,Brookfield Renewable,,,Central,24041,583.0,SEQR,,,13069,Oswego,NY,Central New York,Operational,2018.0,2018.0,20.0,0.45,0.45,3819.0,3819.0,,,,POINT (-76.41527 43.32201),60000.0
101,12/11/2024,Tier 1,Garnet Energy Center Storage 1,RESRFP19-1,,,69.21,Yes,,Solar,New,,"Garnet Energy Center, LLC",NextEra Energy Resources,20.0,80.0,Genesee,,883.0,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?Mattercaseno=20-F-0043,,13140,Cayuga,NY,Central New York,Cancelled,,,20.0,200.0,200.0,453768.0,544521.0,,,,POINT (-76.62291 43.03722),64625.0
102,12/11/2024,Tier 1,"Garnet Energy Center, LLC",RESRFP23-1,,,104.96,Yes,,Solar,New,,"Garnet Energy Center, LLC",NextEra Energy Resources,,,Genesee,,883.0,Article 10,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterSeq=61792&MNO=20-F-0043,,13140,Cayuga,NY,Central New York,Under Development,,2027.0,20.0,200.0,200.0,312457.0,374948.0,,,,POINT (-76.62291 43.03722),64625.0
103,12/11/2024,Tier 1,Glen Park,3257,,15.0,,,,Hydroelectric,Existing,Upgrade,"Black River Hydroelectric, LLC",Cube Hydro,,,Mohawk Valley,23778,,SEQR,,,13601,Jefferson,NY,North Country,Operational,1986.0,2016.0,20.0,7.18,6.82,32166.0,32166.0,,,,POINT (-75.91428 43.97586),64625.0
104,12/11/2024,Tier 1,Grassy Knoll Solar,RESRFP23-1,Yes,,99.0,,,Solar,New,,Grassy Knoll Solar NY LLC,Cordelio Power,,,Mohawk Valley,,885.0,SEQR,,,13329,Herkimer,NY,Mohawk Valley,Under Development,,2026.0,20.0,19.99,19.99,38238.0,45886.0,,,,POINT (-74.77379 43.09996),64625.0
105,12/11/2024,Tier 1,Gravel Road Solar,RESRFP22-1,,,93.07,Yes,,Solar,New,,"Gravel Road Solar, LLC",Delaware River Solar,,,Central,,1236.0,ORES,,,13148,Seneca,NY,Finger Lakes,Under Development,,2026.0,20.0,112.0,112.0,183790.0,220548.0,,,,POINT (-76.80882 42.91054),64625.0
106,12/11/2024,Tier 1,Great Gully Solar Farm (formerly Delight Farm),RESRFP20-1,,,,Yes,,Solar,New,,"Great Gully Solar Farm, LLC",AES Distributed Energy,,,Central,,1060.0,SEQR,,,13160,Cayuga,NY,Central New York,Cancelled,,,20.0,16.8,16.8,31052.0,37262.0,,,,POINT (-76.69542 42.83245),64625.0
107,12/11/2024,Tier 1,Greene County 1,3257,,,88.04,Yes,,Solar,New,,Hecate Energy Greene 1 LLC,Greenbacker Renewable Energy Company,,,Hudson Valley,,570.0,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=17-F-0619,,12051,Greene,NY,Capital Region,Under Development,,2025.0,20.0,20.0,20.0,36084.0,43300.0,,,,POINT (-73.80015 42.34806),64625.0
108,12/11/2024,Tier 1,Greene County 2,3257,,,88.04,Yes,,Solar,New,,Hecate Energy Greene 2 LLC,Greenbacker Renewable Energy Company,,,Hudson Valley,,570.0,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=17-F-0619,,12051,Greene,NY,Capital Region,Under Development,,2025.0,20.0,10.0,10.0,18042.0,21650.0,,,,POINT (-73.80015 42.34806),64625.0
109,12/11/2024,Tier 1,Greene County Energy Properties,RESRFP17-1,,,91.09,Yes,,Solar,New,,"Greene County Energy Properties, LLC",Green County Energy Partners,,,Hudson Valley,,577.0,SEQR,,,12042,Greene,NY,Capital Region,Cancelled,,,20.0,19.9,19.9,26149.0,31378.0,,,,POINT (-73.8587 42.37065),64625.0
110,12/11/2024,Tier 1,Greens Corners Solar,RESRFP19-1,,,64.21,Yes,,Solar,New,,Greens Corners Solar LLC,Boralex,,,Mohawk Valley,,864.0,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00982&CaseSearch=Search,,13601,Jefferson,NY,North Country,Cancelled,,,20.0,120.0,120.0,194472.0,233366.0,,,,POINT (-75.91428 43.97586),64625.0
111,12/11/2024,Tier 1,Grissom Solar,RESRFP17-1,,,79.93,Yes,,Solar,New,,"Grissom Solar, LLC",MN8 Energy,,,Capital,323813,682.0,SEQR,,,12095,Montgomery,NY,Mohawk Valley,Operational,2023.0,2023.0,20.0,20.0,19.99,39998.0,47998.0,,,,POINT (-74.36828 43.00656),64625.0
112,12/11/2024,Tier 1,Hannacroix Solar Facility,RESRFP18-1,,22.0,,Yes,,Solar,New,,Hannacroix Solar Facility LLC,Teichos Energy,,,Hudson Valley,,8360.0,SEQR,,,12087,Greene,NY,Capital Region,Cancelled,,,20.0,4.99,4.99,10342.0,12410.0,,,,POINT (-73.8846 42.4361),64625.0
113,12/11/2024,Non-Tier 1,Hardscrabble,1681,,15.5,,Yes,Yes,Land Based Wind,,,,,,,Mohawk Valley,,,,,,13416,Herkimer,NY,Mohawk Valley,Completed,2011.0,2011.0,10.0,74.0,43.7,121508.0,121508.0,,,,POINT (-75.01815 43.19067),64625.0
114,12/11/2024,Non-Tier 1,Hardscrabble Wind Energy Project,1851,,21.5,,Yes,Yes,Land Based Wind,,,,,,,Mohawk Valley,,,,,,13416,Herkimer,NY,Mohawk Valley,Completed,2011.0,2011.0,10.0,0.0,26.64,74141.0,74141.0,,,,POINT (-75.01815 43.19067),64625.0
115,12/11/2024,Tier 1,Harvest Hills Solar (Formerly Milliken Solar),RESRFP20-1,,,47.7,Yes,,Solar,New,,ConnectGen Cayuga County LLC,ConnectGen,,,Central,,1088.0,ORES,,,13071,Cayuga,NY,Central New York,Cancelled,,,20.0,200.0,200.0,394200.0,473040.0,,,,POINT (-76.53868 42.66918),57000.0
116,12/11/2024,Tier 1,Harvest Hills Solar 2,RESRFP21-1,,,,Yes,,Solar,New,,ConnectGen Cayuga County LLC,ConnectGen,,,Central,,1238.0,ORES,,,13071,Cayuga,NY,Central New York,Cancelled,,,20.0,100.0,100.0,202356.0,242827.0,,,,POINT (-76.53868 42.66918),57000.0
117,12/11/2024,Tier 1,Hatchery Solar,RESRFP22-1,,,81.98,Yes,,Solar,New,,Hatchery Solar LLC,VC Renewables,,,Central,,932.0,SEQR,,,14423,Livingston,NY,Finger Lakes,Under Development,,2026.0,20.0,19.99,19.99,40976.0,49171.0,,,,POINT (-77.8533 42.97389),64625.0
118,12/11/2024,Tier 1,Hatchery Solar,RESRFP20-1,,,43.64,Yes,,Solar,New,,Hatchery Solar LLC,Oriden Power,,,Central,,932.0,SEQR,,,14423,Livingston,NY,Finger Lakes,Cancelled,,,20.0,19.99,19.99,40626.0,48751.0,,,,POINT (-77.8533 42.97389),64625.0
119,12/11/2024,Tier 1,Hawthorn Solar,RESRFP20-1,,,60.45,Yes,,Solar,New,,"Hawthorn Solar, LLC",CS Energy,,,Capital,,832.0,SEQR,,,12090,Rensselaer,NY,Capital Region,Cancelled,,,20.0,19.99,19.99,39400.0,47280.0,,,,POINT (-73.34957 42.90196),64625.0
120,12/11/2024,Tier 1,Hecate Energy Greene County 1,3257,,26.91,,Yes,,Solar,New,,Hecate Energy New York LLC,Hecate Energy,,,Hudson Valley,,570.0,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=17-F-0617,,12051,Greene,NY,Capital Region,Cancelled,,,20.0,49.99,47.49,85699.0,85699.0,,,,POINT (-73.80015 42.34806),64625.0
121,12/11/2024,Tier 1,Hemlock Ridge Solar,RESRFP22-1,,,79.5,Yes,,Solar,New,,Hemlock Ridge Solar LLC,AES Corporation,,,Genesee,,950.0,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00748,,14103,Orleans,NY,Finger Lakes,Under Development,,2028.0,20.0,200.0,200.0,388944.0,466732.0,,,,POINT (-78.38691 43.22012),64625.0
122,12/11/2024,Non-Tier 1,Henkel US Operations Corp - Geneva Facility,2554,,24.0,,Yes,Yes,Land Based Wind,,,,,,,Central,,,,,,14456,Ontario,NY,Finger Lakes,Completed,2013.0,2013.0,10.0,3.3,3.14,3847.0,3847.0,,,,POINT (-76.98218 42.86642),64625.0
123,12/11/2024,Tier 1,Heritage Wind,RESRFP18-1,,,67.01,Yes,,Land Based Wind,New,,Heritage Wind LLC,Apex Clean Energy,,,Genesee,,571.0,ORES,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00026,,14411,Orleans,NY,Finger Lakes,Cancelled,,,20.0,147.0,147.0,393100.0,471720.0,,,,POINT (-78.19375 43.24613),64625.0
124,12/11/2024,Tier 1,"Heritage Wind, LLC",RESRFP23-1,,,109.95,,,Land Based Wind,New,,"Heritage Wind, LLC",Apex Clean Energy,,,Genesee,,571.0,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00026,,14411,Orleans,NY,Finger Lakes,Under Development,,2026.0,20.0,126.0,126.0,304274.0,365128.0,,,,POINT (-78.19375 43.24613),64625.0
125,12/11/2024,Tier 1,High Bridge Wind and Battery,RESRFP18-1,,,67.27,Yes,,Land Based Wind,New,,"High Bridge Wind, LLC",Northland Power,5.0,20.0,Mohawk Valley,,706.0,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=18-f-0262,,13780,Chenango,NY,Southern Tier,Cancelled,,,20.0,99.0,99.0,308737.0,370484.0,,,,POINT (-75.47839 42.42805),64625.0
126,12/11/2024,Non-Tier 1,High Falls,1168,,20.0,,,,Hydroelectric,,,,,,,,,,,,,J0X2L,,QC,,Completed,2009.0,2009.0,10.0,14.7,14.0,26410.0,26410.0,,,,,64625.0
127,12/11/2024,Tier 1,High River Energy Center,RESRFP17-1,,,70.49,Yes,,Solar,New,,"High River Energy Center, LLC",NextEra Energy Resources,,,Capital,323847,618.0,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=17-F-0597,,12010,Montgomery,NY,Mohawk Valley,Operational,2024.0,2024.0,20.0,90.0,90.0,167141.0,200569.0,,,,POINT (-74.18893 42.93896),54000.0
128,12/11/2024,Non-Tier 1,High Sheldon,1851,,18.5,,,,Land Based Wind,,,,,,,West,,,,,,14145,Wyoming,NY,Finger Lakes,Completed,2012.0,2012.0,10.0,112.5,106.9,228200.0,228200.0,,,,POINT (-78.44801 42.70145),63000.0
129,12/11/2024,Tier 1,Highbanks Solar,RESRFP20-1,,,41.77,Yes,,Solar,New,,Highbanks Solar LLC,Oriden Power,,,Central,,863.0,SEQR,,,14510,Livingston,NY,Finger Lakes,Cancelled,,,20.0,19.99,19.99,43603.0,52323.0,,,,POINT (-77.8741 42.72573),64625.0
130,12/11/2024,Tier 1,Highview Solar,RESRFP23-1,Yes,,99.0,,,Solar,New,,Highview Solar NY LLC,Cordelio Power,,,West,,591.0,SEQR,,,14530,Wyoming,NY,Finger Lakes,Under Development,,2026.0,20.0,19.99,19.99,34165.0,40997.0,,,,POINT (-78.0055 42.71961),64625.0
131,12/11/2024,Non-Tier 1,Higley Falls,1037,,9.95,,Yes,Yes,Hydroelectric,,,,,,,Mohawk Valley,24057,,,,,13625,St Lawrence,NY,North Country,Completed,2007.0,2008.0,10.0,1.9,1.9,10589.0,11648.0,,,,POINT (-74.94156 44.55449),64625.0
132,12/11/2024,Non-Tier 1,Higley Falls*,916,,2.49,,,,Hydroelectric,,,,,,,Mohawk Valley,24057,,,,,13625,St Lawrence,NY,North Country,Completed,2005.0,2006.0,1.0,,,8917.0,10255.0,,,,POINT (-74.94156 44.55449),64625.0
133,12/11/2024,Tier 1,Hills Solar,RESRFP23-1,Yes,,99.0,,,Solar,New,,Hills Solar NY LLC,Cordelio Power,,,Mohawk Valley,,581.0,SEQR,,,13365,Herkimer,NY,Mohawk Valley,Under Development,,2026.0,20.0,19.99,19.99,37602.0,45122.0,,,,POINT (-74.85884 43.04079),64625.0
134,12/11/2024,Tier 1,Homer Solar Energy Center,RESRFP20-1,,,59.96,Yes,,Solar,New,,"Homer Solar Energy Center, LLC",EDF Renewables Development,,,Central,,276.0,ORES,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00976&CaseSearch=Search,,13045,Cortland,NY,Central New York,Cancelled,,,20.0,90.0,90.0,168718.0,202461.0,,,,POINT (-76.17484 42.60348),64625.0
135,12/11/2024,Tier 1,Horseshoe Solar,RESRFP18-1,,,70.57,Yes,,Solar,New,,Horseshoe Solar Energy LLC,Invenergy,,,Genesee,,710.0,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-02480&CaseSearch=Search,,14423,Livingston,NY,Finger Lakes,Cancelled,,,20.0,180.0,180.0,368971.0,442765.0,,,,POINT (-77.8533 42.97389),64625.0
